storeName,city,phoneNumber,website,facebookPage,email,country,phones
Jimmy Smartphone,Jl. Palapa 2 no 2 karang jasi belakang mataram mall lama,2 823-4055-5511,,https://www.facebook.com/jimmy.smartphone.10/?paipv=0&eav=Afb6yRU5Db_v0T2am10TgPkDnJDLt3VmQ5rBM-mpzTfSnMvC2FwkOcKFnsVvCvcZDHU&_rdr,,indonesia,yes
Gadget Lombok,"Mataram Mall, Jl. Pejanggik No.5407 Lantai 3 Blok G, 0818-0361",2 818-0361-5407,,https://www.facebook.com/gadgetlombok/,gadgetlombok@gmail.com,indonesia,yes
MegaBells Phone Store,·,2 859-5470-5431,,,,indonesia,yes
Hola Smartphone,Jl. Gajah Mada No.25,2 823-4102-6005,,,,indonesia,yes
Balephone,Jl. Bung Karno No.30,2 878-6522-9171,,https://sr-rs.facebook.com/balephone.balephone.5/,,indonesia,yes
ASEAN Cell,Jl. Panca Usaha No.9A,2 812-2388-9888,,https://www.facebook.com/p/Asean-Cell-100083734609858/,psyamril1992@gmail.com,indonesia,yes
Gps(gunawan phone store),Jl. Arif Rahman Hakim No.23-31,2 817-5729-116,,,,indonesia,yes
Michael HP,"Jalan Panca Usaha No.27 CA, Jl. Panca Usaha No.27 C",2 819-1732-7555,,,,indonesia,yes
Azka Smartphone,"94R7+5VR, Jl. Bung Karno",2 878-0200-2223,,https://www.facebook.com/alhadid.ahyar.9/,,indonesia,yes
Service iPhone Mataram,Jl. Gajah Mada No.110,2 881-4804-041,isee.bio.link,https://m.facebook.com/iseerepair/?locale=es_ES,serviceiphonemataram@gmail.com,indonesia,yes
Lombok Server,"C4JQ+XGQ, Jl. Ahmad Yani",2 819-1717-0022,,,,indonesia,yes
Rumah HP,Jl. Airlangga No.40,2 818-0362-8999,rumahhp.com,https://www.facebook.com/p/Rumah-HP-100067135811757/?locale=tl_PH,,indonesia,yes
Made Cell,Jl. Yos Sudarso No.85,2 817-5747-577,,,,indonesia,yes
Borneo Smart Phone,"C442+748, Jl. Majapahit",2 859-3454-5996,,https://www.facebook.com/BorneoSmartphone/,,indonesia,yes
Diamond Handphone,Jl. Raya Kuta No.7,2 361 241512,diamondhandphone.com,https://www.facebook.com/diamondhpbali/,info@diamondhandphone.com,indonesia,yes
TARA PHONE BALI,Jl. Perum Dalung Permai Blok NN No.11,2 877-7474-1515,linktr.ee/taraphone_bali,https://www.facebook.com/p/Tara-Phone-Bali-100064129989306/?paipv=0&eav=AfbM1tdWgui4spk1tyhYpaa56lo7bYTGpRqUwUghM4m8xEyWmr5eSpNmTSfCZ0VNxek&_rdr,taraphonebali21@gmail.com,indonesia,yes
Diamond Handphone Teuku Umar,Jl. Teuku Umar No.76,2 817-9003-131,,https://www.facebook.com/54Muharifdarmawan/,,indonesia,yes
Iphone Cell,"SMA Hang Tuah 3 Mataram, Jl. Industri No.2",2 852-3740-0076,,,,indonesia,yes
Duta Smartphone Indonesia,Jl. Basuki Rahmat No.60,2 819-3244-0991,,https://www.facebook.com/duta.smartphone.5/,,indonesia,yes
MegaBells Phone Store,·,2 859-5470-5431,,,,indonesia,yes
Medi Cell,"Unnamed Road, Nusa Tenggara Bar. 83652",2 853-3948-3372,,,,indonesia,yes
Arema Cellular HP Accesories,"J5X9+3F3, Jl. Raya Tj.",,,,,indonesia,yes
786mobile & Rapring Lab,Jl. Sultan Kaharudin,2 877-7999-1917,,https://www.facebook.com/786mobilemcd/?paipv=0&eav=Afa9y53USeuMhMMQU23l1LiGsIfUsVxUXLYzpGHn3cBBY9fDSoPqK6qE3NgpF74Vjl4&_rdr,sahiryasin276@gmail.com,indonesia,yes
Juragan HP,Jl. Panca Usaha No.12 F,2 853-3859-4068,,,,indonesia,yes
Ministorelombok,9FHF+9MP Komplek pertokoan pasar masbagik,2 857-3983-0188,,https://www.facebook.com/ministorelombokmasbagik/,gatoa8176@gmail.com,indonesia,yes
Service iPhone Mataram,Jl. Gajah Mada No.110,2 881-4804-041,,https://m.facebook.com/iseerepair/?locale=es_ES,,indonesia,yes
Awel Smartphone,jln. ahmad yani gerung lombok barat,2 818-0537-6888,awelteam.com,https://www.facebook.com/p/Awel-Smartphone-100068310374274/,aweluddin@gmail.com,indonesia,yes
TRUS Cell,Unnamed Road,,,,,indonesia,yes
Gps(gunawan phone store),Jl. Arif Rahman Hakim No.23-31,2 817-5729-116,,,,indonesia,yes
Fhariel Cellular,Jl. Mareje No.184,2 817-365-945,,https://www.facebook.com/people/Fhariel-Cellular/100058769241906/?locale=de_DE&paipv=0&eav=AfamCuO1H8Oa_GJa39_Z-ewjdX69CoPWM4ijvE1B101-9V8Jz35TS5b0QzDsuu7WbkY&_rdr,bambangpoww80@gmail.com,indonesia,yes
MANDALIKA CELL,"57QV+J5F, Jl. Kuta Lombok",,,https://www.facebook.com/lalu.daffa.16/,,indonesia,yes
Xiaomi Shop Atlantis Lombok,Jl. Dr. Wahidin No.16-14,2 817-6616-666,,,,indonesia,yes
Rumah Gadget Online Lombok,Jl. Banda Seraya Perumahan Citra Mutiara Blok M no,2 819-1719-2888,bit.ly/TokopediaRumahGadgetOnline,https://www.facebook.com/awen2tech/,awendroid@gmail.com,indonesia,yes
Kana Cell Sriwijaya,Jl. Sriwijaya No.416,2 853-3333-8081,linktr.ee/kanacell,https://www.facebook.com/kanacellmataram/,,indonesia,yes
Hape-Ku,"Komp. Ruko Rembiaga, Jl. Dr. Wahidin No.mor 50",2 819-1597-4475,,https://www.facebook.com/hapekucell/photos/,,indonesia,yes
Ray Phone Cell,C75X+2WR,,,,,indonesia,yes
Smile Cell & Gift Shop,"Mataram Mall, Jl. Pejanggik",2 370 633577,,,,indonesia,yes
MiPhone Mobile,Jl. Ahmad Yani No.63,2 838-4044-4149,,,,indonesia,yes
GOOGLE CELL LOMBOK,Jl. Raya Praya - Kopang,2 821-1718-1911,,,,indonesia,yes
Indra Cell,"C4Q5+QXG, Jl. Dr. Wahidin",2 878-6534-3754,,https://www.facebook.com/indra.cell.3701/,,indonesia,yes
All Phone Celluler,"89XF+9JF, Jl. H. Moh. Saleh",2 819-0780-5797,,,,indonesia,yes
Trans Phone,"7HV6+J6F, Jalan Raya",2 817-5782-001,,,,indonesia,yes
PLANET CELL (Pusat Service Handphone Semua Type (,"no 12 selatan kec terara ntb, Jl. Raya Suradadi",2 819-9777-3555,,,,indonesia,yes
Now Cell,"76Q7+Q94, Jl. Bypass Bandara Int. Lombok",,,,,indonesia,yes
BILLY MOBILE,Jl. Dewi Sartika,2 817-7528-7497,,,,indonesia,yes
"FAMILIE CELL. Handphone,Aksesoris,Paket Data","Tanak Song, Jl. Raya Tj.",,,,,indonesia,yes
ERAFONE RUKO PRAYA,Jl. Jend. Sudirman No.16,,,,,indonesia,yes
Permata Phone,Jl. Cut Nyak Dien No.128,2 899-2716-888,wa.me/message/SESQFMZ7YJHXP1,https://www.facebook.com/Permata744/?locale=lo_LA,,indonesia,yes
OKE PHONE CELL TOKO HANDPHONE DAN ACCESSORIES,Jl. Raya Mataram - Sikur,2 878-6458-1415,,,,indonesia,yes
BABAH PHONECELL,Jl. Cut Nyak Dien No.77,2 819-4968-9627,,https://www.facebook.com/babah.xiaomi/,,indonesia,yes
Micromax,"C485+95F, Jl. Catur Warga",2 813-3672-8006,,,,indonesia,yes
Hola Smartphone,Jl. Gajah Mada No.25,2 823-4102-6005,,,,indonesia,yes
Monalisa Cell,Jl. Pattimura No.93,2 376 22086,,https://www.facebook.com/profile.php?id=100065582405765&paipv=0&eav=AfYyhqShtdeWsaRb-6QzdsjnHz4Ci22xL_52bXyv1BF77tw6ccb1TT59d8wnn7bZavU,,indonesia,yes
THE PHONECELL (PULSA & PAKET DATA),,2 877-8046-1291,,,,indonesia,yes
Urban Republic - Living World Denpasar,"968J+7XG, Jl. Gatot Subroto Tim.",2 361 6209922,http://urbanrepublic.com.my,https://www.facebook.com/urbanrepublic.com.my/about,feedback@urbanrepublic.com.my,indonesia,yes
PONTI MOBILE STORE,"Depan gerbang hotel aston,Samping Gg.gama 26 no.259, Jl. Gajah Mada",2 812-5511-117,,https://www.facebook.com/pontimobilestore.pnk?locale=ja_JP,pontimobilestore.ptk@gmail.com,indonesia,yes
Mobile Acc,Jalan Gajamada No.152,2 852-5212-0202,,,,indonesia,yes
Planet Mobile Shop,Jl. Gajah Mada No.6D,2 852-5186-1111,,,,indonesia,yes
Rezeki Mobile Phone,Jl. Komodor Yos Sudarso No.8,2 852-5223-3896,,,,indonesia,yes
Xiaomi Shop Menara Pontianak,Jl. Slt. Abdurrahman No.38B,2 561 764161,,,,indonesia,yes
Xiaomi Pontianak,Jl. Jenderal Ahmad Yani Kota No.110F,2 896-9322-6666,,https://www.facebook.com/servicexiaomipontianak/?locale=sw_KE,,indonesia,yes
EDY MOBILE STORE / EDY PONSEL,"Jl. Gusti Sulung Lelanang No.18, RT.001/RW.021",2 821-5457-5558,,,,indonesia,yes
SHUFFI PHONE Service Handphone Pontianak,"Jl. Jenderal Ahmad Yani, RT.01/RW.02",2 812-5711-7888,shuffi-phone.com,https://www.facebook.com/servicehppontianak/,shuffi_phone@yahoo.co.id,indonesia,yes
Gstore Pontianak,"Samping Jly Desert, Jl. Putri Dara Nante No.3",,,,,indonesia,yes
igo Phone Service,Gg. Sentosa Ruko No.8a,2 813-4517-3988,,https://www.facebook.com/igophoneservice/,,indonesia,yes
Ponti Selindo,Jl. Tanjung Pura No.373,2 852-4564-6999,,https://www.facebook.com/Pontiselindo.pnk/,,indonesia,yes
Up Gadget (Apple Store iPhone Pontianak),Jl. Uray Bawadi No.13C,2 813-5130-7836,,,,indonesia,yes
Abang Apple,Jl. Putri Candramidi No.25,2 896-5745-8383,https://abangapple.com/contact/,https://www.facebook.com/abangapplestore,admin@abangapple.com,indonesia,yes
Asiafone Mobile (Direct Service Center),Jl. Gajah Mada No.3 04,2 561 743913,asiafonemobile.com,https://www.facebook.com/p/Asiafone-mobile-100080225732483/,,indonesia,yes
Tokoiphone,"Jl. Putri Candramidi No.38b, RW.05",2 853-8974-3847,,,,indonesia,yes
"Mail Gadget Store, Pontianak",,2 856-4053-7343,instagram.com/mailgadgetstore,https://www.facebook.com/mailgadgetstore/,ismailnailufar12@gmail.com,indonesia,yes
Yellow Ponsel Pancasila,Jl. Gusti Hamzah No.3,2 899-9555-919,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.instagram.com%2Fyellowponsel%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR26_BxYF8VealPE6pahI_0fFmc-rOoKY367V-XNYDWCGsDwTX9CUfc5OKc_aem_AWdNIrz_ZKLfVXBXho-k68nuTSfvvywIU0B2Djn4CfKLCPkPyQy0uvC8-IO9S9HN8cKPf0LdlNuvJs23a-caVr8L&h=AT2djVWjJLOrXB4pK4CqqNXRdVNYM1LyuyKY_9beJ0tvT0-ILGAaQkV6dpNwe9NjDah8fzNoRvy5m0QWDKL4VTbsOc8CbBiJtYC9ozkvxq8Ngga3U7UQaK6LM0gYFCdDIZNFrQ,https://www.facebook.com/YellowPonselPancasila/about/?locale=ms_MY&paipv=0&eav=AfaLkNiSV2Kcx4VmO5dmJxp2G3w010uqU4sGZgZa7kB9OlpVhx3l3V_XDK6Ni-5NTZY&_rdr,hendrayellow@gmail.com,indonesia,yes
Galaxi Ponsel 2,"Pontianak, Kalimantan Barat",2 812-5136-3833,,https://www.facebook.com/GalaxiPonsel2/,galaxiponsel2@yahoo.com,indonesia,yes
Samsung - Ayani Mega Mall,"Ayani Mega Mall, Jl. Jenderal Ahmad Yani",,,,,indonesia,yes
ALPHA STORE (KOTA BARU),Jl. Prof. M.Yamin No.77,2 811-5782-520,,,,indonesia,yes
Mo- Star,Jl. Teuku Cik Ditiro No.55-56,2 561 731067,,,,indonesia,yes
RADJA GADGET,Jl. Gusti Hamzah,2 896-7702-2677,,https://www.facebook.com/radja.gadget.98/?paipv=0&eav=AfY7xkDWe-CJpWdY-jk-sj1xV1n2ozYUm2OgIXICp078P7-g34Sm1TnAt9Bc9FpPXLU&_rdr,,indonesia,yes
TOKOROYAL Everything Your Apple,Jl. Tanjung Sari No.145,2 853-4619-7117,,,,indonesia,yes
Global Teleshop Matahari Pontianak,"Jl. Jenderal Urip, Matahari Pontianak, Lt. Dasar No. 19",2 21 29035108,,,,indonesia,yes
NATAJAYA CELL,Jl. Hijas No.217,2 813-4539-2011,,https://www.facebook.com/NatajayaCell/,,indonesia,yes
ERAFONE TANJUNG PURA,Jl. Tanjung Pura No.206,2 877-8775-6379,,,,indonesia,yes
Wahana Ponsel,Jl. Tanjung Pura No.47,2 561 736203,,https://www.facebook.com/p/Wahana-ponsel-100066634263798/?locale=fy_NL,,indonesia,yes
Erafone Gusti Hamzah,Jl. Gusti Hamzah No.7B,2 896-6135-9281,,,,indonesia,yes
Meteor Ponsel,Jl. Patimura No.211,2 561 731243,,,,indonesia,yes
Lay Ponsel,Jl. Tj. Raya II No.2,2 895-1223-3444,,https://www.facebook.com/muhammad.uus.supriadi/,layponselpontianak2009@gmail.com,indonesia,yes
Santos Ponsel,Jl. Panglima Aim No.91,2 896-3618-2888,,https://www.facebook.com/p/Santos-ponsel-cash-dan-kredit-hp-100063357482259/,,indonesia,yes
Pstore Pontianak,Jl. Tanjung Pura No.425,2 811-946-611,https://www.instagram.com/ps.store.pontianak_/,https://www.facebook.com/p/Pstore-Pontianak-61554837891337/,rafiniaidilianii@gmail.com,indonesia,yes
Apple Days Store,Jl. Uray Bawadi No.41,,,,,indonesia,yes
Trans Cellular,Jl. Gajah Mada No.31,2 853-9090-2899,,,,indonesia,yes
Evolution,"Khatulistiwa Plaza, Komplek Jl. Diponegoro No.100 lantai dasar",2 857-5091-1228,,,,indonesia,yes
Xiaomi Shop Jaya Abadi Pontianak,Jl. Tanjung Pura No.36,2 813-5127-2829,,,,indonesia,yes
Starindo Phone,Jl. Antasari No.74/29,2 561 734326,,,,indonesia,yes
Valentine Ponsel,Jl. H. Agus Salim No.39,2 851-0303-8911,,,,indonesia,yes
Borneo Cellular ( Sparepart Handphone / Grosir Dan Eceran),Jl. Tanjung Pura No.437,2 822-8998-6560,,https://www.facebook.com/borneo.cellular/,,indonesia,yes
Ini gadgetp,"X87F+XW6, Jl. Putri Candramidi",2 896-9335-5424,,,,indonesia,yes
realme Brand Store | Pontianak,Jl. Gajah Mada No.156B,2 853-7723-9815,,,,indonesia,yes
Mitra Mega Store,Jl. Gajah Mada Kelurahan No.mor 26,,,https://www.facebook.com/p/Mitra-MegaStore-100084212407337/?locale=es_ES,,indonesia,yes
Mostar 2,Jl. Tanjung Pura No.75,2 815-2211-222,,https://www.facebook.com/p/Mostar-2-100076857024112/?paipv=0&eav=AfYzzA-5onStnINemzGLQanC_cj9ceZjQi8phTdG3AKujn4GREYymUzFektNb2FtxY4&_rdr,,indonesia,yes
Surya Jaya Cellular,Jl. Tanjung Pura No.36,2 852-4536-5611,,https://www.facebook.com/surya.j.cellular/,,indonesia,yes
Telesindo Tiphone Pontianak,X8HJ+62M,2 561 740153,,,,indonesia,yes
Berkah Ponsel,"X8FR+2J6, Jl. Diponegoro",2 811-5757-037,,https://www.facebook.com/p/Berkah-ponsel-100063999823400/?locale=fo_FO,,indonesia,yes
Permata Ponsel,Jl. Hijas No.35,2 851-0140-0698,,https://www.facebook.com/Permata25Mei/,borusirumorang@gmail.com,indonesia,yes
5757 ponsel,"Komplek ruko, Jl. Sungai Raya Dalam Komp. Mitra Utama 3 Komp. Bumi Batara 3 No.dalam",2 852-4659-5757,,,,indonesia,yes
Galaxi Ponsel 2,X87R+8RQ,2 812-5136-3833,,https://www.facebook.com/GalaxiPonsel2,galaxiponsel2@yahoo.com,indonesia,yes
Felix Cellular,"Komplek Khatulistiwa Plaza, Jl. H. Agus Salim Lantai 2 No. 46, 477",2 813-4539-1881,,,,indonesia,yes
Flash Phone,"X975+XQJ, Jl. Panglima Aim",2 896-1366-7955,,,,indonesia,yes
Wellcomm Shop A Yani Megamall,"Jl. Ahmad Yani, A Yani Megamall Lt. 2 B2 - 22",2 561 763908,http://www.wellcommshop.com/,https://www.facebook.com/profile.php?id=975819705801313&paipv=0&eav=AfZDjmQG9aDyvDMcK9ozUG2SdxuGy7zDxkQ-TfYOkzn05lixGejzFWZ_cibY-moyzRo&_rdr,,indonesia,yes
Borneo Store Banjarmasin (Sebelumnya iPhones Borneo),Jl. Pangeran Hidayatullah Ruko No.9E,2 811-8103-904,linktr.ee/iphonesborneo1,https://www.facebook.com/BorneoStoreBanjarmasin/,phonesborneo@gmail.com,indonesia,yes
Borneo Store Batulicin (Sebelumnya iPhones Borneo),"Seberang Angkringan Acil Lisda, Jl. Transmigrasi Plajau No.Km. 2 5",2 811-5111-961,,https://www.facebook.com/borneostore.batulicin/,iphonesborneo.bl@gmail.com,indonesia,yes
Borneo Mobile World,Jl. Veteran Sungai Bilu No.117,2 821-9939-9913,,,,indonesia,yes
Gadget Mart Banjarbaru,Jl. A. Yani No.11,2 852-8162-4444,instagram.com/gadgetmart_banjarbaru,https://www.facebook.com/GadgetmartBanjarbaru/,gadgetmartloktabat1@gmail.com,indonesia,yes
LGC Mobile,"Ruko depan gereja Imanuel, Jl. H. Munangwar",,,,,indonesia,yes
Borneo Store Pangkalan Bun (Sebelumnya iPhones Borneo),"Seberang BPJS, Jl. Iskandar, Pertokoan Jl. Malijo",2 811-8103-904,,https://www.facebook.com/iphonesborneo.pbun/,iphonesborneo.pbun@gmail.com,indonesia,yes
Kalimantan,"HR7H+5C5, Jl. Gotong Royong",2 813-4822-6277,,,,indonesia,yes
Audya Ponsel,"QHHG+CRH, Jl. Trans Kalimantan",,,,,indonesia,yes
Gstore Pontianak,"Samping Jly Desert, Jl. Putri Dara Nante No.3",,,,,indonesia,yes
Borneo Mobile Phone,4H9V+JCV,2 813-4521-5527,,,,indonesia,yes
RADJA GADGET,Jl. Gusti Hamzah,2 896-7702-2677,,https://www.facebook.com/radja.gadget.98/?paipv=0&eav=AfY7xkDWe-CJpWdY-jk-sj1xV1n2ozYUm2OgIXICp078P7-g34Sm1TnAt9Bc9FpPXLU&_rdr,,indonesia,yes
MTH CELLULAR ( SERVIS HAPE BISA DI TUNGGU) (ACC HP) (TUKAR TAMBAH HAPE ),"FX55+HJP DEPAN POLSEK KETAPANG, Jl. MT. Haryono, RT.12/RW.05",2 812-1958-2655,,https://www.facebook.com/mth.cellular/?paipv=0&eav=AfZIcY_oHKEIRxmWz9Uom2ywaIJh8CfGCxXG-c_AD2BvXXF13hGdINU3IzDSeVPdWlE&_rdr,,indonesia,yes
U'Tama Phone Cell,"WPH8+W2R, Jl. H. M. Yunus",,,,,indonesia,yes
PONSEL BORNEO,HV87+387,2 823-5702-1176,,,,indonesia,yes
Rifany Phone,69FX+2PF,2 813-4881-888,,,,indonesia,yes
TOKOROYAL Everything Your Apple,Jl. Tanjung Sari No.145,2 853-4619-7117,,https://www.facebook.com/tokoroyaleverythingyourapple/,tokoroyalindonesia@gmail.com,indonesia,yes
iLogic Phone,"8JGR+JQP, Jl. Ahmad Yani",2 853-3546-7888,,,,indonesia,yes
OnePlus Phone,Jl. Ilham No.51,2 896-9696-9966,,,,indonesia,yes
Barito Phone,"Belakang Lapangan Basket, Jl. Stadion Swakarya",2 822-9844-0419,,,,indonesia,yes
GH Shop,Jl. Gajah Mada No.69 C,2 561 571900,,,,indonesia,yes
MOBILE CONNECTION Banjarmasin,"Jl. Veteran No.3, RT.21",2 822-5105-0852,,https://www.facebook.com/mobileconnectionbanjarmasin/,,indonesia,yes
Phone Cell Plus,Jl. A. Wahab Syahranie No.12,2 813-4797-1197,,,,indonesia,yes
YS STORE CELL,Jl. Imam Bonjol,2 852-5100-1644,,,,indonesia,yes
BEKANTAN STORE JUAL HANDPHONE & UNLOCK APPLE DEVICE,Jl. Cengkeh VI Jl. Sungai Andai No.33,2 838-4484-5712,,,,indonesia,yes
R Mobile Store,Jl. Lambung Mangkurat II No.18-20,2 812-5352-0123,,,,indonesia,yes
Asiafone Mobile (Direct Service Center),Jl. Gajah Mada No.3 04,2 561 743913,,,,indonesia,yes
Pondok_Iphone,Jl. Nilam Raya No.IV,2 852-4916-3461,,,,indonesia,yes
ss phone cell,Jl. Yos Sudarso,2 813-3278-6813,,,,indonesia,yes
Badar Ponsel,"Samping Fotocopy Farhan, Jl. Propinsi KM 167 Seberang, Jl. Karya Bersama",2 813-4899-9797,,https://www.facebook.com/BADARPONSEL/,badarponsel2@gmail.com,indonesia,yes
Phone Service,696X+XC,2 858-4928-2446,,,,indonesia,yes
Ponsel Anda,Jl. Pangeran Antasari,,,,,indonesia,yes
iPhones Borneo Banjarbaru,Jl. Panglima Batur Timur No.24,2 811-8103-904,,https://www.facebook.com/borneostore.bjb/,,indonesia,yes
Batara Online Shop,"jl.mulawarman simpang 4 bengalon, Sepasoe, Indonesia, East Kalimantan",2 812-5468-888,,https://www.facebook.com/Batara.onlshop,batarastore73@gmail.com,indonesia,yes
Toko R.phone,X9HV+G3M,2 812-5824-6175,,,,indonesia,yes
SMC Smartphone Service Centre,Jl. Tani Makmur No.5,2 895-3731-74447,,,,indonesia,yes
Ficky Ponsel,7JP4+G78,2 823-5448-4444,,,,indonesia,yes
realme Store Banjarmasin,Jl. Belitung Laut No.12,2 815-2262-2151,,,,indonesia,yes
Global Teleshop - Duta Mal Banjarmasin2,"Duta Mall, Jl. A. Yani Lt. 3",2 878-1577-2414,,,,indonesia,yes
Vanilla Phone Hp & Accecories,"F4PM+X45, Jl. Bung Tomo",,,,,indonesia,yes
PointPhoneStore,Jl. Telagasari III No.8 Rt.34,2 821-5519-7160,https://www.instagram.com/pointphonestore/?hl=en,,,indonesia,yes
Raffi Phone,HVF4+P6Q,2 822-5055-5579,,,,indonesia,yes
HOME SELF CELLULAR,"PJQ8+M5P, Jl. Semangat Dalam",2 858-2220-2845,,https://www.facebook.com/p/HOME-SELF-cellular-100063734006408/?paipv=0&eav=AfYXMPyH-rPWbKkR_85J9MpjNdxHBWB99Rm6R2LmtkQOnqtpCK2KqOWsYPGaqoPbRiU&_rdr,,indonesia,yes
Iphone tanjung ( KRST ),"perumahan grand tanjung, Jl. Limau Manis Blok B10",2 812-5151-4018,,https://www.facebook.com/profile.php?id=100064212302662,,indonesia,yes
zanis phones,"HVF4+V66, Jl. Sekumpul Tj. Rema",2 897-1739-399,,,,indonesia,yes
Baity Phone Cell,Jl. Berangas Bar. No.226,2 878-1635-7054,,,,indonesia,yes
Pstore Pontianak,Jl. Tanjung Pura No.425,2 811-946-611,https://www.instagram.com/ps.store.pontianak_/,https://www.facebook.com/p/Pstore-Pontianak-61554837891337/,rafiniaidilianii@gmail.com,indonesia,yes
KUBAR PHONE,"QM4Q+9GP, Jl. Moh. Yamin",2 822-5264-6597,,,,indonesia,yes
"Service iPhone, iPad, iPod touch, AirPods, AirTag, Mac, Apple Seven",Jl. Jenderal Ahmad Yani No.110F,2 856-5212-0000,,,,indonesia,yes
DPonsel,Jl. A. Yani No.km.25,2 812-2121-7089,dponsel.com,https://www.facebook.com/grosir.aksesoris.handphone.dan.powerbank/,dponselmalang@gmail.com,indonesia,yes
317 Phone Cell,"HRRV+5QF, Jl. Pangeran Abdurrahman",,,,,indonesia,yes
Berkah Phone,"9WRG+3PC, Jl. Ahmad Yani Pagatan",,,https://www.facebook.com/BERKAH.PHONE/,,indonesia,yes
Xiaomi Shop Gadgetmart Martapura,"Jl. A. Yani No.27 No.KM. 39 No, RT.02/RW.05",2 857-5491-7462,,,,indonesia,yes
Marina Ponsel,Jl. Lanan No.15,2 813-4810-9247,,https://www.facebook.com/marinaponsel577/?paipv=0&eav=AfZaImQUDVMwBDvv3sFxWXTDzarQ40fCvMPWVfZ_aq5qEaI6BLUYC7PL5IK4WlIN6oI&_rdr,,indonesia,yes
X-Phone,"HXXM+CX3, Jl. Transmigrasi Plajau",,,https://www.facebook.com/p/X-phone-100054378796696/,,indonesia,yes
HAPE_STORE,Jl. Maduningrat Gg. III,2 821-1900-9736,,https://www.facebook.com/Hapestorebec/,,indonesia,yes
iPhone Store Omaigat,"292V+79F, Jl. Pemuda",,,,,indonesia,yes
Bengkel smartphone Clebez mobile,Gg. Keluarga No.13,2 812-5017-679,,https://www.facebook.com/bengkelsmartphonesolution/,clebezmobile@gmail.com,indonesia,yes
Fajar Phone Cell,"35F9+96J, Jl. Brigjend H. Hasan Basri",,,,,indonesia,yes
West Ponsel,"RCX7+WF4, Jl. KH. Abdurahman Wahid, RT.03/RW.01",2 897-0398-866,,https://www.facebook.com/p/West-Ponsel-100077445471790/?paipv=0&eav=AfaQh8jPyIz-xRhPG3jQr4odEp5MBYrDis3_xcHCyZ53fF2aK5Lf_tu0GQH7_NxBKec&_rdr,,indonesia,yes
Vapestore & Phone Cell FR,"Jl. H. Agus Salim No.64, RT.01/RW.01",,,,,indonesia,yes
BADAR PONSEL 1,"69CX+RH8, Jl. Ahmad Yani jalan pintu masuk terminal",2 831-5169-5999,,,,indonesia,yes
My Ponsel,"Khatulistiwa Plaza, Komplek Jl. H. Agus Salim No.97 Lantai 1",2 813-4527-2399,,,,indonesia,yes
OPPO Service Center Pontianak,"Mega Mall, Kawasan Ayani Sentra Bisnis, Jl. Jenderal Ahmad Yani No.RT.003 Blok B3 - B3A",2 561 6596631,,,,indonesia,yes
Phone Cell Evy,"88G9+36X, Jl. Kandang Sari",,,,,indonesia,yes
AN_STORE,"G44X+F8C Konter Tempat Penjualan Hp, Jl. GOR Segiri Jl. Stadion Barat",,,https://www.facebook.com/profile.php?id=100064897247086&locale=fr_FR&paipv=0&eav=AfbmdF-v_UYgTyVRVh1gcfIF1H5s3m9dH6L_NXAUEDR8j0wt50Hcya-Vjc04Z53Flt0,,indonesia,yes
RIFKY PONSEL,"FPG8+PW7, Jl. Jend A.Yani, Pandahan",2 857-5126-7998,,,,indonesia,yes
Malik Phone,·,2 815-4932-3932,,,,indonesia,yes
RSR87 Cell,Jl. Karang Anyar 1 No.41,2 812-9800-7890,,,,indonesia,yes
ponsel Kartu By.u jaringan telkomsel,MCJW+X7P,2 858-2899-0088,,,,indonesia,yes
Iqbal Ponsel,Jl. RO Ulin No.25,2 853-8858-7576,,https://www.facebook.com/iqbal.ponsel.3/?locale=es_LA,,indonesia,yes
HOME CELL,"FMG7+QXJ, Jalan Kyai Mas",2 853-8908-3021,,,,indonesia,yes
ASC (Authorized Service Center) MITO Pontianak,"X88W+M7X, Jl. Tanjung Pura",2 561 576278,https://www.waze.com/id/live-map/directions/id/kalimantan-barat/asc-(authorized-service-center)-mito-pontianak?to=place.ChIJxcBv_kxYHS4RdObkhygBrnU,,,indonesia,yes
iColor Apple Service Pontianak,Jl. Nusa Indah III No.97,2 812-1331-3889,https://www.instagram.com/icolor_pontianak/reels/?locale=en,https://www.facebook.com/icolorservice/,sales@icolor.co.id,indonesia,yes
Hafiz Ponsel,"FQ4C+4R2, Jl. H. Mistar Cokrokusumo",,,,,indonesia,yes
Farid Cell,"V3PJ+596, Jl. A. Yani",2 857-7777-8506,,https://www.facebook.com/people/FARID-CELL/100083669196006/?paipv=0&eav=AfaCRDRqXeLz2J9_LZ0Njcg-hUsBEftj__8loYKdRgCPwECkuxXZfkd99yQOIjcBXFE&_rdr,,indonesia,yes
Stasiun Ponsel,"5X59+X55, Jl. R. Suprapto",,,,,indonesia,yes
Temankom,Jl. Prof. M.Yamin No.2 C,2 812-5490-6573,,,,indonesia,yes
Rajawali Phoneshop,"Purwodadi ,Rt 1",2 821-5833-8124,,,,indonesia,yes
BAROKAH PHONE (PUSAT),·,2 821-5786-2298,,,,indonesia,yes
VIP Gadget Store,Jl. Putri Dara Nante,2 899-7654-777,vipgadgetstore.com,https://www.facebook.com/vipgadgetstorepontianak/,,indonesia,yes
